Botanical_garden,Plant_accepted_name,Pollinator_accepted_name,Pollinator_family,Pollinator_genus,Pollinator_rank,Interactions,Year,Month,Day,Random_census_stop,Sampling
Halle,Delosperma cooperi,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,2,2023,6,27,3,Random_census
Halle,Delosperma cooperi,Bombus lapidarius,Apidae,Bombus,SPECIES,5,2023,6,27,3,Random_census
Halle,Knautia dipsacifolia,Bombus terrestris,Apidae,Bombus,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Bombus terrestris,Apidae,Bombus,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Apis mellifera,Apidae,Apis,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Bombus pascuorum,Apidae,Bombus,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Andrena hattorfiana,Andrenidae,Andrena,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Andrena hattorfiana,Andrenidae,Andrena,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Andrena hattorfiana,Andrenidae,Andrena,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Andrena hattorfiana,Andrenidae,Andrena,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Andrena hattorfiana,Andrenidae,Andrena,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Andrena hattorfiana,Andrenidae,Andrena,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Andrena hattorfiana,Andrenidae,Andrena,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Andrena hattorfiana,Andrenidae,Andrena,SPECIES,10,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,20,2023,6,27,4,Random_census
Halle,Knautia dipsacifolia,Halictus scabiosae,Halictidae,Halictus,SPECIES,20,2023,6,27,4,Random_census
Halle,Asclepias syriaca,Megachile,Megachilidae,Megachile,GENUS,20,2023,6,27,6,Random_census
Halle,Asclepias syriaca,Apis mellifera,Apidae,Apis,SPECIES,5,2023,6,27,6,Random_census
Halle,Asclepias syriaca,Apis mellifera,Apidae,Apis,SPECIES,5,2023,6,27,6,Random_census
Halle,Asclepias syriaca,Apis mellifera,Apidae,Apis,SPECIES,5,2023,6,27,6,Random_census
Halle,Asclepias syriaca,Apis mellifera,Apidae,Apis,SPECIES,5,2023,6,27,6,Random_census
Halle,Asclepias syriaca,Apis mellifera,Apidae,Apis,SPECIES,5,2023,6,27,6,Random_census
Halle,Asclepias syriaca,Apis mellifera,Apidae,Apis,SPECIES,5,2023,6,27,6,Random_census
Halle,Asclepias syriaca,Apis mellifera,Apidae,Apis,SPECIES,3,2023,6,27,6,Random_census
Halle,Asclepias syriaca,Apis mellifera,Apidae,Apis,SPECIES,3,2023,6,27,6,Random_census
Halle,Salvia sclarea,Xylocopa violacea,Apidae,Xylocopa,SPECIES,10,2023,6,27,7,Random_census
Halle,Salvia sclarea,Xylocopa violacea,Apidae,Xylocopa,SPECIES,5,2023,6,27,7,Random_census
Halle,Salvia sclarea,Xylocopa violacea,Apidae,Xylocopa,SPECIES,10,2023,6,27,7,Random_census
Halle,Salvia sclarea,Apis mellifera,Apidae,Apis,SPECIES,10,2023,6,27,7,Random_census
Halle,Salvia sclarea,Bombus terrestris,Apidae,Bombus,SPECIES,1,2023,6,27,7,Random_census
Halle,Salvia sclarea,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,1,2023,6,27,7,Random_census
Halle,Teucrium scorodonia,Bombus terrestris,Apidae,Bombus,SPECIES,10,2023,6,27,8,Random_census
Halle,Teucrium scorodonia,Bombus terrestris,Apidae,Bombus,SPECIES,10,2023,6,27,8,Random_census
Halle,Teucrium scorodonia,Anthidium manicatum,Megachilidae,Anthidium,SPECIES,10,2023,6,27,8,Random_census
Halle,Teucrium scorodonia,Anthidium manicatum,Megachilidae,Anthidium,SPECIES,10,2023,6,27,8,Random_census
Halle,Teucrium scorodonia,Apis mellifera,Apidae,Apis,SPECIES,10,2023,6,27,8,Random_census
Halle,Teucrium scorodonia,Apis mellifera,Apidae,Apis,SPECIES,10,2023,6,27,8,Random_census
Halle,Teucrium scorodonia,Apis mellifera,Apidae,Apis,SPECIES,10,2023,6,27,8,Random_census
Halle,Teucrium scorodonia,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,3,2023,6,27,8,Random_census
Halle,Teucrium scorodonia,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,2,2023,6,27,8,Random_census
Halle,Malva thuringiaca,Apis mellifera,Apidae,Apis,SPECIES,2,2023,6,27,9,Random_census
Halle,Malva thuringiaca,Bombus terrestris,Apidae,Bombus,SPECIES,1,2023,6,27,9,Random_census
Halle,Malva thuringiaca,Apis mellifera,Apidae,Apis,SPECIES,2,2023,6,27,9,Random_census
Halle,Allium cernuum,Bombus lapidarius,Apidae,Bombus,SPECIES,5,2023,6,27,10,Random_census
Halle,Allium cernuum,Apis mellifera,Apidae,Apis,SPECIES,2,2023,6,27,10,Random_census
Halle,Platycodon grandiflorus,Bombus terrestris,Apidae,Bombus,SPECIES,2,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Bombus terrestris,Apidae,Bombus,SPECIES,1,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Bombus terrestris,Apidae,Bombus,SPECIES,2,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Megachile willughbiella,Megachilidae,Megachile,SPECIES,1,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Megachile willughbiella,Megachilidae,Megachile,SPECIES,1,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Megachile willughbiella,Megachilidae,Megachile,SPECIES,3,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Megachile willughbiella,Megachilidae,Megachile,SPECIES,1,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Apis mellifera,Apidae,Apis,SPECIES,3,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Apis mellifera,Apidae,Apis,SPECIES,3,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Apis mellifera,Apidae,Apis,SPECIES,3,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Chelostoma rapunculi,Megachilidae,Chelostoma,SPECIES,1,2023,7,4,NA,Focal
Halle,Platycodon grandiflorus,Chelostoma rapunculi,Megachilidae,Chelostoma,SPECIES,1,2023,7,4,NA,Focal
Halle,Achillea millefolium,Colletes daviesanus,Colletidae,Colletes,SPECIES,10,2023,7,4,NA,Focal
Halle,Achillea millefolium,Colletes daviesanus,Colletidae,Colletes,SPECIES,10,2023,7,4,NA,Focal
Halle,Achillea millefolium,Hylaeus nigritus,Colletidae,Hylaeus,SPECIES,5,2023,7,4,NA,Focal
Halle,Achillea millefolium,Hylaeus nigritus,Colletidae,Hylaeus,SPECIES,10,2023,7,4,NA,Focal
Halle,Achillea millefolium,Hylaeus nigritus,Colletidae,Hylaeus,SPECIES,10,2023,7,4,NA,Focal
Halle,Achillea millefolium,Hylaeus nigritus,Colletidae,Hylaeus,SPECIES,20,2023,7,4,NA,Focal
Halle,Achillea millefolium,Halictus subauratus,Halictidae,Halictus,SPECIES,10,2023,7,4,NA,Focal
Halle,Achillea millefolium,Halictus subauratus,Halictidae,Halictus,SPECIES,5,2023,7,4,NA,Focal
Halle,Achillea millefolium,Halictus subauratus,Halictidae,Halictus,SPECIES,10,2023,7,4,NA,Focal
Halle,Achillea millefolium,Colletes daviesanus,Colletidae,Colletes,SPECIES,10,2023,7,4,NA,Focal
Halle,Achillea millefolium,Colletes daviesanus,Colletidae,Colletes,SPECIES,5,2023,7,4,NA,Focal
Halle,Achillea millefolium,Lasioglossum pauxillum,Halictidae,Lasioglossum,SPECIES,20,2023,7,4,NA,Focal
Halle,Achillea millefolium,Lasioglossum pauxillum,Halictidae,Lasioglossum,SPECIES,20,2023,7,4,NA,Focal
Halle,Achillea millefolium,Megachile ericetorum,Megachilidae,Megachile,SPECIES,20,2023,7,4,NA,Focal
Halle,Hypericum perforatum,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hypericum perforatum,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hypericum perforatum,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hypericum perforatum,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hypericum perforatum,Anthophora quadrimaculata,Apidae,Anthophora,SPECIES,5,2023,7,4,NA,Focal
Halle,Hypericum perforatum,Bombus pascuorum,Apidae,Bombus,SPECIES,4,2023,7,4,NA,Focal
Halle,Hemerocallis fulva,Lasioglossum nitidulum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hemerocallis fulva,Lasioglossum nitidulum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hemerocallis fulva,Lasioglossum nitidulum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hemerocallis fulva,Lasioglossum nitidulum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hemerocallis fulva,Lasioglossum nitidulum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Hemerocallis fulva,Lasioglossum nitidulum,Halictidae,Lasioglossum,SPECIES,2,2023,7,4,NA,Focal
Halle,Clematis integrifolia,Apis mellifera,Apidae,Apis,SPECIES,1,2023,7,4,NA,Focal
Halle,Clematis integrifolia,Apis mellifera,Apidae,Apis,SPECIES,1,2023,7,4,NA,Focal
Halle,Clematis integrifolia,Apis mellifera,Apidae,Apis,SPECIES,2,2023,7,4,NA,Focal
Halle,Clematis integrifolia,Apis mellifera,Apidae,Apis,SPECIES,1,2023,7,4,NA,Focal
Halle,Clematis integrifolia,Bombus terrestris,Apidae,Bombus,SPECIES,2,2023,7,4,NA,Focal
Halle,Clematis integrifolia,Bombus terrestris,Apidae,Bombus,SPECIES,5,2023,7,4,NA,Focal
Halle,Clematis integrifolia,Bombus pascuorum,Apidae,Bombus,SPECIES,2,2023,7,4,NA,Focal
Halle,Clematis integrifolia,Lasioglossum nitidulum,Halictidae,Lasioglossum,SPECIES,2,2023,7,4,NA,Focal
Halle,Clematis recta,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Clematis recta,Lasioglossum politum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,NA,Focal
Halle,Clematis recta,Apis mellifera,Apidae,Apis,SPECIES,1,2023,7,4,NA,Focal
Halle,Clematis recta,Bombus terrestris,Apidae,Bombus,SPECIES,2,2023,7,4,NA,Focal
Halle,Clematis recta,Bombus terrestris,Apidae,Bombus,SPECIES,1,2023,7,4,NA,Focal
Halle,Clematis recta,Bombus terrestris,Apidae,Bombus,SPECIES,1,2023,7,4,NA,Focal
Halle,Dianthus carthusianorum,Halictus subauratus,Halictidae,Halictus,SPECIES,2,2023,7,4,NA,Focal
Halle,Dianthus carthusianorum,Chelostoma rapunculi,Megachilidae,Chelostoma,SPECIES,1,2023,7,4,NA,Focal
Halle,Dianthus carthusianorum,Bombus terrestris,Apidae,Bombus,SPECIES,6,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus vestalis,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus rupestris,Apidae,Bombus,SPECIES,800,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus pascuorum,Apidae,Bombus,SPECIES,500,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus pascuorum,Apidae,Bombus,SPECIES,500,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus pascuorum,Apidae,Bombus,SPECIES,500,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus pascuorum,Apidae,Bombus,SPECIES,500,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Bombus pascuorum,Apidae,Bombus,SPECIES,500,2023,7,4,NA,Focal
Halle,Lavandula angustifolia,Anthophora quadrimaculata,Apidae,Anthophora,SPECIES,10,2023,7,4,NA,Focal
Halle,Fuchsia magellanica,Bombus pascuorum,Apidae,Bombus,SPECIES,2,2023,7,4,NA,Focal
Halle,Fuchsia magellanica,Bombus pascuorum,Apidae,Bombus,SPECIES,30,2023,7,4,NA,Focal
Halle,Fuchsia magellanica,Bombus pascuorum,Apidae,Bombus,SPECIES,2,2023,7,4,NA,Focal
Halle,Lotus corniculatus,Anthidium oblongatum,Megachilidae,Anthidium,SPECIES,50,2023,7,4,NA,Focal
Halle,Lotus corniculatus,Anthidium manicatum,Megachilidae,Anthidium,SPECIES,50,2023,7,4,NA,Focal
Halle,Lotus corniculatus,Megachile,Megachilidae,Megachile,GENUS,3,2023,7,4,NA,Focal
Halle,Lotus corniculatus,Megachile,Megachilidae,Megachile,GENUS,5,2023,7,4,NA,Focal
Halle,Lotus corniculatus,Bombus pascuorum,Apidae,Bombus,SPECIES,5,2023,7,4,NA,Focal
Halle,Limonium sinuatum,Bombus pascuorum,Apidae,Bombus,SPECIES,15,2023,7,4,1,Random_census
Halle,Limonium sinuatum,Bombus pascuorum,Apidae,Bombus,SPECIES,5,2023,7,4,1,Random_census
Halle,Limonium sinuatum,Bombus pascuorum,Apidae,Bombus,SPECIES,5,2023,7,4,1,Random_census
Halle,Limonium sinuatum,Bombus terrestris,Apidae,Bombus,SPECIES,5,2023,7,4,1,Random_census
Halle,Limonium sinuatum,Lasioglossum morio,Halictidae,Lasioglossum,SPECIES,3,2023,7,4,1,Random_census
Halle,Limonium sinuatum,Lasioglossum morio,Halictidae,Lasioglossum,SPECIES,3,2023,7,4,1,Random_census
Halle,Limonium sinuatum,Lasioglossum morio,Halictidae,Lasioglossum,SPECIES,3,2023,7,4,1,Random_census
Halle,Galega officinalis,Bombus pascuorum,Apidae,Bombus,SPECIES,5,2023,7,4,2,Random_census
Halle,Galega officinalis,Bombus pascuorum,Apidae,Bombus,SPECIES,5,2023,7,4,2,Random_census
Halle,Galega officinalis,Bombus pascuorum,Apidae,Bombus,SPECIES,5,2023,7,4,2,Random_census
Halle,Galega officinalis,Bombus pascuorum,Apidae,Bombus,SPECIES,5,2023,7,4,2,Random_census
Halle,Galega officinalis,Anthidium manicatum,Megachilidae,Anthidium,SPECIES,3,2023,7,4,2,Random_census
Halle,Galega officinalis,Anthidium manicatum,Megachilidae,Anthidium,SPECIES,2,2023,7,4,2,Random_census
Halle,Galega officinalis,Anthidium manicatum,Megachilidae,Anthidium,SPECIES,1,2023,7,4,2,Random_census
Halle,Galega officinalis,Anthidium manicatum,Megachilidae,Anthidium,SPECIES,1,2023,7,4,2,Random_census
Halle,Galega officinalis,Megachilidae,Megachilidae,NA,FAMILY,3,2023,7,4,2,Random_census
Halle,Galega officinalis,Megachilidae,Megachilidae,NA,FAMILY,3,2023,7,4,2,Random_census
Halle,Galega officinalis,Megachilidae,Megachilidae,NA,FAMILY,3,2023,7,4,2,Random_census
Halle,Galega officinalis,Bombus pascuorum,Apidae,Bombus,SPECIES,10,2023,7,4,2,Random_census
Halle,Galega officinalis,Bombus pascuorum,Apidae,Bombus,SPECIES,10,2023,7,4,2,Random_census
Halle,Eryngium planum,Apis mellifera,Apidae,Apis,SPECIES,1,2023,7,4,3,Random_census
Halle,Eryngium planum,Hylaeus gredleri,Colletidae,Hylaeus,SPECIES,3,2023,7,4,3,Random_census
Halle,Eryngium planum,Sphecodes pellucidus,Halictidae,Sphecodes,SPECIES,1,2023,7,4,3,Random_census
Halle,Eschscholzia californica,Apis mellifera,Apidae,Apis,SPECIES,1,2023,7,4,4,Random_census
Halle,Eschscholzia californica,Lasioglossum pauxillum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,4,Random_census
Halle,Eschscholzia californica,Lasioglossum pauxillum,Halictidae,Lasioglossum,SPECIES,1,2023,7,4,4,Random_census
Halle,Phedimus kamtschaticus,Bombus lapidarius,Apidae,Bombus,SPECIES,50,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Bombus lapidarius,Apidae,Bombus,SPECIES,2,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Apis mellifera,Apidae,Apis,SPECIES,5,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Coelioxys afra,Megachilidae,Coelioxys,SPECIES,20,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Phedimus kamtschaticus,Hylaeus,Colletidae,Hylaeus,GENUS,3,2023,7,4,5,Random_census
Halle,Melilotus albus,Apis mellifera,Apidae,Apis,SPECIES,5,2023,7,4,6,Random_census
Halle,Melilotus albus,Apis mellifera,Apidae,Apis,SPECIES,10,2023,7,4,6,Random_census
Halle,Melilotus albus,Apis mellifera,Apidae,Apis,SPECIES,5,2023,7,4,6,Random_census
Halle,Melilotus albus,Apis mellifera,Apidae,Apis,SPECIES,10,2023,7,4,6,Random_census
Halle,Melilotus albus,Apis mellifera,Apidae,Apis,SPECIES,30,2023,7,4,6,Random_census
Halle,Melilotus albus,Hylaeus,Colletidae,Hylaeus,GENUS,10,2023,7,4,6,Random_census
Halle,Melilotus albus,Hylaeus,Colletidae,Hylaeus,GENUS,10,2023,7,4,6,Random_census
Halle,Melilotus albus,Hylaeus,Colletidae,Hylaeus,GENUS,10,2023,7,4,6,Random_census
Halle,Melilotus albus,Hylaeus,Colletidae,Hylaeus,GENUS,10,2023,7,4,6,Random_census
Halle,Melilotus albus,Hylaeus,Colletidae,Hylaeus,GENUS,10,2023,7,4,6,Random_census
