Plant_genus,Pollinator_genus,Total_interactions,Botanical_garden,Week,Sample
Monarda,Hylaeus,36,Leipzig,29,7
Monarda,Lasioglossum,33,Leipzig,29,7
Monarda,Myathropa,5,Leipzig,29,7
Monarda,Philanthus,2,Leipzig,29,7
Monarda,Pieris,48,Leipzig,29,7
Monarda,Polyommatus,2,Leipzig,29,7
Monarda,Sphecodes,3,Leipzig,29,7
Monarda,Xylocopa,1,Leipzig,29,7
Pycnanthemum,Anthidium,2,Leipzig,29,7
Pycnanthemum,Apis,6,Leipzig,29,7
Pycnanthemum,Bombus,263,Leipzig,29,7
Pycnanthemum,Hylaeus,21,Leipzig,29,7
Pycnanthemum,Lasioglossum,27,Leipzig,29,7
Pycnanthemum,Lucilia,2,Leipzig,29,7
Pycnanthemum,Megachile,1,Leipzig,29,7
Pycnanthemum,Myathropa,3,Leipzig,29,7
Pycnanthemum,Pieris,38,Leipzig,29,7
Pycnanthemum,Polyommatus,2,Leipzig,29,7
Pycnanthemum,Sphecodes,2,Leipzig,29,7
Pycnanthemum,Xylocopa,1,Leipzig,29,7
Salvia,Apis,1,Leipzig,29,7
Salvia,Bombus,13,Leipzig,29,7
Salvia,Hylaeus,1,Leipzig,29,7
Salvia,Lasioglossum,1,Leipzig,29,7
Salvia,Pieris,5,Leipzig,29,7
Tanacetum,Aglais,1,Leipzig,29,7
Tanacetum,Anthidium,4,Leipzig,29,7
Tanacetum,Apis,63,Leipzig,29,7
Tanacetum,Bombus,2196,Leipzig,29,7
Tanacetum,Cerceris,3,Leipzig,29,7
Tanacetum,Hylaeus,203,Leipzig,29,7
Tanacetum,Lasioglossum,156,Leipzig,29,7
Tanacetum,Lucilia,5,Leipzig,29,7
Tanacetum,Megachile,11,Leipzig,29,7
Tanacetum,Myathropa,18,Leipzig,29,7
Tanacetum,Pieris,362,Leipzig,29,7
Tanacetum,Polyommatus,13,Leipzig,29,7
Tanacetum,Sphecodes,10,Leipzig,29,7
Tanacetum,Xylocopa,3,Leipzig,29,7
Veronica,Apis,3,Leipzig,29,7
Veronica,Bombus,132,Leipzig,29,7
Veronica,Hylaeus,9,Leipzig,29,7
Veronica,Lasioglossum,6,Leipzig,29,7
Veronica,Myathropa,1,Leipzig,29,7
Veronica,Pieris,23,Leipzig,29,7
Anthericum,Anthidium,1,Leipzig,29,8
Anthericum,Apis,2,Leipzig,29,8
Anthericum,Bombus,118,Leipzig,29,8
Anthericum,Eupeodes,1,Leipzig,29,8
Anthericum,Hylaeus,11,Leipzig,29,8
Anthericum,Lasioglossum,5,Leipzig,29,8
Anthericum,Pieris,25,Leipzig,29,8
Anthericum,Sphecodes,1,Leipzig,29,8
Centaurea,Bombus,21,Leipzig,29,8
Centaurea,Hylaeus,3,Leipzig,29,8
Centaurea,Lasioglossum,4,Leipzig,29,8
Centaurea,Pieris,5,Leipzig,29,8
Centranthus,Anthidium,1,Leipzig,29,8
Centranthus,Apis,4,Leipzig,29,8
Centranthus,Bombus,78,Leipzig,29,8
Centranthus,Hylaeus,7,Leipzig,29,8
Centranthus,Lasioglossum,8,Leipzig,29,8
Centranthus,Pieris,21,Leipzig,29,8
Cephalaria,Bombus,5,Leipzig,29,8
Cephalaria,Hylaeus,1,Leipzig,29,8
Cichorium,Bombus,25,Leipzig,29,8
Cichorium,Hylaeus,1,Leipzig,29,8
Cichorium,Lasioglossum,1,Leipzig,29,8
Cichorium,Pieris,1,Leipzig,29,8
Cichorium,Sphecodes,1,Leipzig,29,8
Echinacea,Bombus,28,Leipzig,29,8
Echinacea,Lasioglossum,1,Leipzig,29,8
Echinacea,Pieris,4,Leipzig,29,8
Hypericum,Bombus,6,Leipzig,29,8
Hypericum,Pieris,1,Leipzig,29,8
Lavandula,Anthidium,4,Leipzig,29,8
Lavandula,Apis,25,Leipzig,29,8
Lavandula,Bombus,1204,Leipzig,29,8
Lavandula,Cerceris,3,Leipzig,29,8
Lavandula,Hylaeus,116,Leipzig,29,8
Lavandula,Lasioglossum,78,Leipzig,29,8
Lavandula,Lucilia,4,Leipzig,29,8
Lavandula,Megachile,8,Leipzig,29,8
Lavandula,Myathropa,3,Leipzig,29,8
Lavandula,Philanthus,1,Leipzig,29,8
Lavandula,Pieris,185,Leipzig,29,8
Lavandula,Polyommatus,7,Leipzig,29,8
Lavandula,Sphecodes,5,Leipzig,29,8
Lavandula,Xylocopa,2,Leipzig,29,8
Lomelosia,Apis,2,Leipzig,29,8
Lomelosia,Bombus,13,Leipzig,29,8
Lomelosia,Hylaeus,2,Leipzig,29,8
Lomelosia,Lasioglossum,1,Leipzig,29,8
Lomelosia,Pieris,3,Leipzig,29,8
Lomelosia,Polyommatus,1,Leipzig,29,8
Monarda,Aglais,1,Leipzig,29,8
Monarda,Apis,8,Leipzig,29,8
Monarda,Bombus,347,Leipzig,29,8
Monarda,Hylaeus,36,Leipzig,29,8
Monarda,Lasioglossum,33,Leipzig,29,8
Monarda,Myathropa,5,Leipzig,29,8
Monarda,Philanthus,2,Leipzig,29,8
Monarda,Pieris,48,Leipzig,29,8
Monarda,Polyommatus,2,Leipzig,29,8
Monarda,Sphecodes,3,Leipzig,29,8
Monarda,Xylocopa,1,Leipzig,29,8
Pycnanthemum,Anthidium,2,Leipzig,29,8
Pycnanthemum,Apis,6,Leipzig,29,8
Pycnanthemum,Bombus,263,Leipzig,29,8
Pycnanthemum,Hylaeus,21,Leipzig,29,8
Pycnanthemum,Lasioglossum,27,Leipzig,29,8
Pycnanthemum,Lucilia,2,Leipzig,29,8
Pycnanthemum,Megachile,1,Leipzig,29,8
Pycnanthemum,Myathropa,3,Leipzig,29,8
Pycnanthemum,Pieris,38,Leipzig,29,8
Pycnanthemum,Polyommatus,2,Leipzig,29,8
Pycnanthemum,Sphecodes,2,Leipzig,29,8
Pycnanthemum,Xylocopa,1,Leipzig,29,8
Salvia,Apis,1,Leipzig,29,8
Salvia,Bombus,13,Leipzig,29,8
Salvia,Hylaeus,1,Leipzig,29,8
Salvia,Lasioglossum,1,Leipzig,29,8
Salvia,Pieris,5,Leipzig,29,8
Tanacetum,Aglais,1,Leipzig,29,8
Tanacetum,Anthidium,4,Leipzig,29,8
Tanacetum,Apis,63,Leipzig,29,8
Tanacetum,Bombus,2196,Leipzig,29,8
Tanacetum,Cerceris,3,Leipzig,29,8
Tanacetum,Hylaeus,203,Leipzig,29,8
Tanacetum,Lasioglossum,156,Leipzig,29,8
Tanacetum,Lucilia,5,Leipzig,29,8
Tanacetum,Megachile,11,Leipzig,29,8
Tanacetum,Myathropa,18,Leipzig,29,8
Tanacetum,Pieris,362,Leipzig,29,8
Tanacetum,Polyommatus,13,Leipzig,29,8
Tanacetum,Sphecodes,10,Leipzig,29,8
Tanacetum,Xylocopa,3,Leipzig,29,8
Veronica,Apis,3,Leipzig,29,8
Veronica,Bombus,132,Leipzig,29,8
Veronica,Hylaeus,9,Leipzig,29,8
Veronica,Lasioglossum,6,Leipzig,29,8
Veronica,Myathropa,1,Leipzig,29,8
Veronica,Pieris,23,Leipzig,29,8
Anthericum,Anthidium,1,Leipzig,29,9
Anthericum,Apis,2,Leipzig,29,9
Anthericum,Bombus,118,Leipzig,29,9
Anthericum,Eupeodes,1,Leipzig,29,9
Anthericum,Hylaeus,11,Leipzig,29,9
Anthericum,Lasioglossum,5,Leipzig,29,9
Anthericum,Pieris,25,Leipzig,29,9
Anthericum,Sphecodes,1,Leipzig,29,9
Centaurea,Bombus,21,Leipzig,29,9
Centaurea,Hylaeus,3,Leipzig,29,9
Centaurea,Lasioglossum,4,Leipzig,29,9
Centaurea,Pieris,5,Leipzig,29,9
Centranthus,Anthidium,1,Leipzig,29,9
Centranthus,Apis,4,Leipzig,29,9
Centranthus,Bombus,78,Leipzig,29,9
Centranthus,Hylaeus,7,Leipzig,29,9
Centranthus,Lasioglossum,8,Leipzig,29,9
Centranthus,Pieris,21,Leipzig,29,9
Cephalaria,Bombus,5,Leipzig,29,9
Cephalaria,Hylaeus,1,Leipzig,29,9
Cichorium,Bombus,25,Leipzig,29,9
Cichorium,Hylaeus,1,Leipzig,29,9
Cichorium,Lasioglossum,1,Leipzig,29,9
Cichorium,Pieris,1,Leipzig,29,9
Cichorium,Sphecodes,1,Leipzig,29,9
Echinacea,Bombus,28,Leipzig,29,9
Echinacea,Lasioglossum,1,Leipzig,29,9
Echinacea,Pieris,4,Leipzig,29,9
Hypericum,Bombus,6,Leipzig,29,9
Hypericum,Pieris,1,Leipzig,29,9
Lavandula,Anthidium,4,Leipzig,29,9
Lavandula,Apis,25,Leipzig,29,9
Lavandula,Bombus,1204,Leipzig,29,9
Lavandula,Cerceris,3,Leipzig,29,9
Lavandula,Hylaeus,116,Leipzig,29,9
Lavandula,Lasioglossum,78,Leipzig,29,9
Lavandula,Lucilia,4,Leipzig,29,9
Lavandula,Megachile,8,Leipzig,29,9
Lavandula,Myathropa,3,Leipzig,29,9
Lavandula,Philanthus,1,Leipzig,29,9
Lavandula,Pieris,185,Leipzig,29,9
Lavandula,Polyommatus,7,Leipzig,29,9
Lavandula,Sphecodes,5,Leipzig,29,9
Lavandula,Xylocopa,2,Leipzig,29,9
Lomelosia,Apis,2,Leipzig,29,9
Lomelosia,Bombus,13,Leipzig,29,9
Lomelosia,Hylaeus,2,Leipzig,29,9
Lomelosia,Lasioglossum,1,Leipzig,29,9
Lomelosia,Pieris,3,Leipzig,29,9
Lomelosia,Polyommatus,1,Leipzig,29,9
Monarda,Aglais,1,Leipzig,29,9
Monarda,Apis,8,Leipzig,29,9
Monarda,Bombus,347,Leipzig,29,9
Monarda,Hylaeus,36,Leipzig,29,9
Monarda,Lasioglossum,33,Leipzig,29,9
Monarda,Myathropa,5,Leipzig,29,9
Monarda,Philanthus,2,Leipzig,29,9
Monarda,Pieris,48,Leipzig,29,9
Monarda,Polyommatus,2,Leipzig,29,9
Monarda,Sphecodes,3,Leipzig,29,9
Monarda,Xylocopa,1,Leipzig,29,9
Pycnanthemum,Anthidium,2,Leipzig,29,9
Pycnanthemum,Apis,6,Leipzig,29,9
Pycnanthemum,Bombus,263,Leipzig,29,9
Pycnanthemum,Hylaeus,21,Leipzig,29,9
Pycnanthemum,Lasioglossum,27,Leipzig,29,9
Pycnanthemum,Lucilia,2,Leipzig,29,9
Pycnanthemum,Megachile,1,Leipzig,29,9
Pycnanthemum,Myathropa,3,Leipzig,29,9
Pycnanthemum,Pieris,38,Leipzig,29,9
Pycnanthemum,Polyommatus,2,Leipzig,29,9
Pycnanthemum,Sphecodes,2,Leipzig,29,9
Pycnanthemum,Xylocopa,1,Leipzig,29,9
Salvia,Apis,1,Leipzig,29,9
Salvia,Bombus,13,Leipzig,29,9
Salvia,Hylaeus,1,Leipzig,29,9
Salvia,Lasioglossum,1,Leipzig,29,9
Salvia,Pieris,5,Leipzig,29,9
Tanacetum,Aglais,1,Leipzig,29,9
Tanacetum,Anthidium,4,Leipzig,29,9
Tanacetum,Apis,63,Leipzig,29,9
Tanacetum,Bombus,2196,Leipzig,29,9
Tanacetum,Cerceris,3,Leipzig,29,9
Tanacetum,Hylaeus,203,Leipzig,29,9
Tanacetum,Lasioglossum,156,Leipzig,29,9
Tanacetum,Lucilia,5,Leipzig,29,9
Tanacetum,Megachile,11,Leipzig,29,9
Tanacetum,Myathropa,18,Leipzig,29,9
Tanacetum,Pieris,362,Leipzig,29,9
Tanacetum,Polyommatus,13,Leipzig,29,9
Tanacetum,Sphecodes,10,Leipzig,29,9
Tanacetum,Xylocopa,3,Leipzig,29,9
Veronica,Apis,3,Leipzig,29,9
Veronica,Bombus,132,Leipzig,29,9
Veronica,Hylaeus,9,Leipzig,29,9
Veronica,Lasioglossum,6,Leipzig,29,9
Veronica,Myathropa,1,Leipzig,29,9
Veronica,Pieris,23,Leipzig,29,9
Anthericum,Anthidium,1,Leipzig,29,10
Anthericum,Apis,2,Leipzig,29,10
Anthericum,Bombus,118,Leipzig,29,10
Anthericum,Eupeodes,1,Leipzig,29,10
Anthericum,Hylaeus,11,Leipzig,29,10
Anthericum,Lasioglossum,5,Leipzig,29,10
Anthericum,Pieris,25,Leipzig,29,10
Anthericum,Sphecodes,1,Leipzig,29,10
Centaurea,Bombus,21,Leipzig,29,10
Centaurea,Hylaeus,3,Leipzig,29,10
Centaurea,Lasioglossum,4,Leipzig,29,10
Centaurea,Pieris,5,Leipzig,29,10
Centranthus,Anthidium,1,Leipzig,29,10
Centranthus,Apis,4,Leipzig,29,10
Centranthus,Bombus,78,Leipzig,29,10
Centranthus,Hylaeus,7,Leipzig,29,10
Centranthus,Lasioglossum,8,Leipzig,29,10
Centranthus,Pieris,21,Leipzig,29,10
Cephalaria,Bombus,5,Leipzig,29,10
Cephalaria,Hylaeus,1,Leipzig,29,10
Cichorium,Bombus,25,Leipzig,29,10
Cichorium,Hylaeus,1,Leipzig,29,10
Cichorium,Lasioglossum,1,Leipzig,29,10
Cichorium,Pieris,1,Leipzig,29,10
Cichorium,Sphecodes,1,Leipzig,29,10
Echinacea,Bombus,28,Leipzig,29,10
Echinacea,Lasioglossum,1,Leipzig,29,10
Echinacea,Pieris,4,Leipzig,29,10
Hypericum,Bombus,6,Leipzig,29,10
Hypericum,Pieris,1,Leipzig,29,10
Lavandula,Anthidium,4,Leipzig,29,10
Lavandula,Apis,25,Leipzig,29,10
Lavandula,Bombus,1204,Leipzig,29,10
Lavandula,Cerceris,3,Leipzig,29,10
Lavandula,Hylaeus,116,Leipzig,29,10
Lavandula,Lasioglossum,78,Leipzig,29,10
Lavandula,Lucilia,4,Leipzig,29,10
Lavandula,Megachile,8,Leipzig,29,10
Lavandula,Myathropa,3,Leipzig,29,10
Lavandula,Philanthus,1,Leipzig,29,10
Lavandula,Pieris,185,Leipzig,29,10
Lavandula,Polyommatus,7,Leipzig,29,10
Lavandula,Sphecodes,5,Leipzig,29,10
Lavandula,Xylocopa,2,Leipzig,29,10
Lomelosia,Apis,2,Leipzig,29,10
Lomelosia,Bombus,13,Leipzig,29,10
Lomelosia,Hylaeus,2,Leipzig,29,10
Lomelosia,Lasioglossum,1,Leipzig,29,10
Lomelosia,Pieris,3,Leipzig,29,10
Lomelosia,Polyommatus,1,Leipzig,29,10
Monarda,Aglais,1,Leipzig,29,10
Monarda,Apis,8,Leipzig,29,10
Monarda,Bombus,347,Leipzig,29,10
Monarda,Hylaeus,36,Leipzig,29,10
Monarda,Lasioglossum,33,Leipzig,29,10
Monarda,Myathropa,5,Leipzig,29,10
Monarda,Philanthus,2,Leipzig,29,10
Monarda,Pieris,48,Leipzig,29,10
Monarda,Polyommatus,2,Leipzig,29,10
Monarda,Sphecodes,3,Leipzig,29,10
Monarda,Xylocopa,1,Leipzig,29,10
Pycnanthemum,Anthidium,2,Leipzig,29,10
Pycnanthemum,Apis,6,Leipzig,29,10
Pycnanthemum,Bombus,263,Leipzig,29,10
Pycnanthemum,Hylaeus,21,Leipzig,29,10
Pycnanthemum,Lasioglossum,27,Leipzig,29,10
Pycnanthemum,Lucilia,2,Leipzig,29,10
Pycnanthemum,Megachile,1,Leipzig,29,10
Pycnanthemum,Myathropa,3,Leipzig,29,10
Pycnanthemum,Pieris,38,Leipzig,29,10
Pycnanthemum,Polyommatus,2,Leipzig,29,10
Pycnanthemum,Sphecodes,2,Leipzig,29,10
Pycnanthemum,Xylocopa,1,Leipzig,29,10
Salvia,Apis,1,Leipzig,29,10
Salvia,Bombus,13,Leipzig,29,10
Salvia,Hylaeus,1,Leipzig,29,10
Salvia,Lasioglossum,1,Leipzig,29,10
Salvia,Pieris,5,Leipzig,29,10
Tanacetum,Aglais,1,Leipzig,29,10
Tanacetum,Anthidium,4,Leipzig,29,10
Tanacetum,Apis,63,Leipzig,29,10
Tanacetum,Bombus,2196,Leipzig,29,10
Tanacetum,Cerceris,3,Leipzig,29,10
Tanacetum,Hylaeus,203,Leipzig,29,10
Tanacetum,Lasioglossum,156,Leipzig,29,10
Tanacetum,Lucilia,5,Leipzig,29,10
Tanacetum,Megachile,11,Leipzig,29,10
Tanacetum,Myathropa,18,Leipzig,29,10
Tanacetum,Pieris,362,Leipzig,29,10
Tanacetum,Polyommatus,13,Leipzig,29,10
Tanacetum,Sphecodes,10,Leipzig,29,10
Tanacetum,Xylocopa,3,Leipzig,29,10
Veronica,Apis,3,Leipzig,29,10
Veronica,Bombus,132,Leipzig,29,10
Veronica,Hylaeus,9,Leipzig,29,10
Veronica,Lasioglossum,6,Leipzig,29,10
Veronica,Myathropa,1,Leipzig,29,10
Veronica,Pieris,23,Leipzig,29,10
Allium,Hylaeus,1,Leipzig,31,1
Allium,Xylocopa,7,Leipzig,31,1
Centaurea,Xylocopa,1,Leipzig,31,1
Cephalaria,Xylocopa,2,Leipzig,31,1
Cuphea,Apis,6,Leipzig,31,1
Cuphea,Bombus,5,Leipzig,31,1
Cuphea,Cerceris,1,Leipzig,31,1
Cuphea,Hylaeus,4,Leipzig,31,1
Cuphea,Lasioglossum,2,Leipzig,31,1
Cuphea,Myathropa,1,Leipzig,31,1
Cuphea,Xylocopa,82,Leipzig,31,1
Echinops,Apis,1,Leipzig,31,1
Echinops,Xylocopa,6,Leipzig,31,1
Eriocapitella,Xylocopa,6,Leipzig,31,1
Klasea,Aglais,1,Leipzig,31,1
Klasea,Apis,1,Leipzig,31,1
Klasea,Bombus,7,Leipzig,31,1
Klasea,Hylaeus,3,Leipzig,31,1
Klasea,Lasioglossum,2,Leipzig,31,1
Klasea,Xylocopa,96,Leipzig,31,1
Medicago,Apis,2,Leipzig,31,1
Medicago,Bombus,4,Leipzig,31,1
Medicago,Cerceris,1,Leipzig,31,1
Medicago,Lucilia,1,Leipzig,31,1
Medicago,Myathropa,1,Leipzig,31,1
Medicago,Xylocopa,42,Leipzig,31,1
Platycodon,Bombus,1,Leipzig,31,1
Platycodon,Cerceris,1,Leipzig,31,1
Platycodon,Myathropa,1,Leipzig,31,1
Platycodon,Xylocopa,5,Leipzig,31,1
Saponaria,Bombus,4,Leipzig,31,1
Saponaria,Hylaeus,3,Leipzig,31,1
Saponaria,Lasioglossum,1,Leipzig,31,1
Saponaria,Xylocopa,79,Leipzig,31,1
Silene,Apis,5,Leipzig,31,1
Silene,Bombus,5,Leipzig,31,1
Silene,Hylaeus,1,Leipzig,31,1
Silene,Lasioglossum,2,Leipzig,31,1
Silene,Lucilia,1,Leipzig,31,1
Silene,Polyommatus,1,Leipzig,31,1
Silene,Xylocopa,57,Leipzig,31,1
Tanacetum,Apis,2,Leipzig,31,1
Tanacetum,Pieris,1,Leipzig,31,1
Tanacetum,Xylocopa,19,Leipzig,31,1
Vitex,Aglais,1,Leipzig,31,1
Vitex,Apis,15,Leipzig,31,1
Vitex,Bombus,56,Leipzig,31,1
Vitex,Cerceris,9,Leipzig,31,1
Vitex,Hylaeus,26,Leipzig,31,1
Vitex,Lasioglossum,13,Leipzig,31,1
Vitex,Lucilia,4,Leipzig,31,1
Vitex,Myathropa,3,Leipzig,31,1
Vitex,Nomada,1,Leipzig,31,1
Vitex,Oxythyrea,1,Leipzig,31,1
Vitex,Pieris,1,Leipzig,31,1
Vitex,Polyommatus,3,Leipzig,31,1
Vitex,Volucella,4,Leipzig,31,1
Vitex,Xylocopa,729,Leipzig,31,1
Allium,Hylaeus,1,Leipzig,31,2
Allium,Xylocopa,7,Leipzig,31,2
Centaurea,Xylocopa,1,Leipzig,31,2
Cephalaria,Xylocopa,2,Leipzig,31,2
Cuphea,Apis,6,Leipzig,31,2
Cuphea,Bombus,5,Leipzig,31,2
Cuphea,Cerceris,1,Leipzig,31,2
Cuphea,Hylaeus,4,Leipzig,31,2
Cuphea,Lasioglossum,2,Leipzig,31,2
Cuphea,Myathropa,1,Leipzig,31,2
Cuphea,Xylocopa,82,Leipzig,31,2
Echinops,Apis,1,Leipzig,31,2
Echinops,Xylocopa,6,Leipzig,31,2
Eriocapitella,Xylocopa,6,Leipzig,31,2
Klasea,Aglais,1,Leipzig,31,2
Klasea,Apis,1,Leipzig,31,2
Klasea,Bombus,7,Leipzig,31,2
Klasea,Hylaeus,3,Leipzig,31,2
Klasea,Lasioglossum,2,Leipzig,31,2
Klasea,Xylocopa,96,Leipzig,31,2
Medicago,Apis,2,Leipzig,31,2
Medicago,Bombus,4,Leipzig,31,2
Medicago,Cerceris,1,Leipzig,31,2
Medicago,Lucilia,1,Leipzig,31,2
Medicago,Myathropa,1,Leipzig,31,2
Medicago,Xylocopa,42,Leipzig,31,2
Platycodon,Bombus,1,Leipzig,31,2
Platycodon,Cerceris,1,Leipzig,31,2
Platycodon,Myathropa,1,Leipzig,31,2
Platycodon,Xylocopa,5,Leipzig,31,2
Saponaria,Bombus,4,Leipzig,31,2
Saponaria,Hylaeus,3,Leipzig,31,2
Saponaria,Lasioglossum,1,Leipzig,31,2
Saponaria,Xylocopa,79,Leipzig,31,2
Silene,Apis,5,Leipzig,31,2
Silene,Bombus,5,Leipzig,31,2
Silene,Hylaeus,1,Leipzig,31,2
Silene,Lasioglossum,2,Leipzig,31,2
Silene,Lucilia,1,Leipzig,31,2
Silene,Polyommatus,1,Leipzig,31,2
Silene,Xylocopa,57,Leipzig,31,2
Tanacetum,Apis,2,Leipzig,31,2
Tanacetum,Pieris,1,Leipzig,31,2
Tanacetum,Xylocopa,19,Leipzig,31,2
Vitex,Aglais,1,Leipzig,31,2
Vitex,Apis,15,Leipzig,31,2
Vitex,Bombus,56,Leipzig,31,2
Vitex,Cerceris,9,Leipzig,31,2
Vitex,Hylaeus,26,Leipzig,31,2
Vitex,Lasioglossum,13,Leipzig,31,2
Vitex,Lucilia,4,Leipzig,31,2
Vitex,Myathropa,3,Leipzig,31,2
Vitex,Nomada,1,Leipzig,31,2
Vitex,Oxythyrea,1,Leipzig,31,2
Vitex,Pieris,1,Leipzig,31,2
Vitex,Polyommatus,3,Leipzig,31,2
Vitex,Volucella,4,Leipzig,31,2
Vitex,Xylocopa,729,Leipzig,31,2
Allium,Hylaeus,1,Leipzig,31,3
Allium,Xylocopa,7,Leipzig,31,3
Centaurea,Xylocopa,1,Leipzig,31,3
Cephalaria,Xylocopa,2,Leipzig,31,3
Cuphea,Apis,6,Leipzig,31,3
Cuphea,Bombus,5,Leipzig,31,3
Cuphea,Cerceris,1,Leipzig,31,3
Cuphea,Hylaeus,4,Leipzig,31,3
Cuphea,Lasioglossum,2,Leipzig,31,3
Cuphea,Myathropa,1,Leipzig,31,3
Cuphea,Xylocopa,82,Leipzig,31,3
Echinops,Apis,1,Leipzig,31,3
Echinops,Xylocopa,6,Leipzig,31,3
Eriocapitella,Xylocopa,6,Leipzig,31,3
Klasea,Aglais,1,Leipzig,31,3
Klasea,Apis,1,Leipzig,31,3
Klasea,Bombus,7,Leipzig,31,3
Klasea,Hylaeus,3,Leipzig,31,3
Klasea,Lasioglossum,2,Leipzig,31,3
Klasea,Xylocopa,96,Leipzig,31,3
Medicago,Apis,2,Leipzig,31,3
Medicago,Bombus,4,Leipzig,31,3
Medicago,Cerceris,1,Leipzig,31,3
Medicago,Lucilia,1,Leipzig,31,3
Medicago,Myathropa,1,Leipzig,31,3
Medicago,Xylocopa,42,Leipzig,31,3
Platycodon,Bombus,1,Leipzig,31,3
Platycodon,Cerceris,1,Leipzig,31,3
Platycodon,Myathropa,1,Leipzig,31,3
Platycodon,Xylocopa,5,Leipzig,31,3
Saponaria,Bombus,4,Leipzig,31,3
Saponaria,Hylaeus,3,Leipzig,31,3
Saponaria,Lasioglossum,1,Leipzig,31,3
Saponaria,Xylocopa,79,Leipzig,31,3
Silene,Apis,5,Leipzig,31,3
Silene,Bombus,5,Leipzig,31,3
Silene,Hylaeus,1,Leipzig,31,3
Silene,Lasioglossum,2,Leipzig,31,3
Silene,Lucilia,1,Leipzig,31,3
Silene,Polyommatus,1,Leipzig,31,3
Silene,Xylocopa,57,Leipzig,31,3
Tanacetum,Apis,2,Leipzig,31,3
Tanacetum,Pieris,1,Leipzig,31,3
Tanacetum,Xylocopa,19,Leipzig,31,3
Vitex,Aglais,1,Leipzig,31,3
Vitex,Apis,15,Leipzig,31,3
Vitex,Bombus,56,Leipzig,31,3
Vitex,Cerceris,9,Leipzig,31,3
Vitex,Hylaeus,26,Leipzig,31,3
Vitex,Lasioglossum,13,Leipzig,31,3
Vitex,Lucilia,4,Leipzig,31,3
Vitex,Myathropa,3,Leipzig,31,3
Vitex,Nomada,1,Leipzig,31,3
Vitex,Oxythyrea,1,Leipzig,31,3
Vitex,Pieris,1,Leipzig,31,3
Vitex,Polyommatus,3,Leipzig,31,3
Vitex,Volucella,4,Leipzig,31,3
Vitex,Xylocopa,729,Leipzig,31,3
Allium,Hylaeus,1,Leipzig,31,4
Allium,Xylocopa,7,Leipzig,31,4
Centaurea,Xylocopa,1,Leipzig,31,4
Cephalaria,Xylocopa,2,Leipzig,31,4
Cuphea,Apis,6,Leipzig,31,4
Cuphea,Bombus,5,Leipzig,31,4
Cuphea,Cerceris,1,Leipzig,31,4
Cuphea,Hylaeus,4,Leipzig,31,4
Cuphea,Lasioglossum,2,Leipzig,31,4
Cuphea,Myathropa,1,Leipzig,31,4
Cuphea,Xylocopa,82,Leipzig,31,4
Echinops,Apis,1,Leipzig,31,4
Echinops,Xylocopa,6,Leipzig,31,4
Eriocapitella,Xylocopa,6,Leipzig,31,4
Klasea,Aglais,1,Leipzig,31,4
Klasea,Apis,1,Leipzig,31,4
Klasea,Bombus,7,Leipzig,31,4
Klasea,Hylaeus,3,Leipzig,31,4
Klasea,Lasioglossum,2,Leipzig,31,4
Klasea,Xylocopa,96,Leipzig,31,4
Medicago,Apis,2,Leipzig,31,4
Medicago,Bombus,4,Leipzig,31,4
Medicago,Cerceris,1,Leipzig,31,4
Medicago,Lucilia,1,Leipzig,31,4
Medicago,Myathropa,1,Leipzig,31,4
Medicago,Xylocopa,42,Leipzig,31,4
Platycodon,Bombus,1,Leipzig,31,4
Platycodon,Cerceris,1,Leipzig,31,4
Platycodon,Myathropa,1,Leipzig,31,4
Platycodon,Xylocopa,5,Leipzig,31,4
Saponaria,Bombus,4,Leipzig,31,4
Saponaria,Hylaeus,3,Leipzig,31,4
Saponaria,Lasioglossum,1,Leipzig,31,4
Saponaria,Xylocopa,79,Leipzig,31,4
Silene,Apis,5,Leipzig,31,4
Silene,Bombus,5,Leipzig,31,4
Silene,Hylaeus,1,Leipzig,31,4
Silene,Lasioglossum,2,Leipzig,31,4
Silene,Lucilia,1,Leipzig,31,4
Silene,Polyommatus,1,Leipzig,31,4
Silene,Xylocopa,57,Leipzig,31,4
Tanacetum,Apis,2,Leipzig,31,4
Tanacetum,Pieris,1,Leipzig,31,4
Tanacetum,Xylocopa,19,Leipzig,31,4
Vitex,Aglais,1,Leipzig,31,4
Vitex,Apis,15,Leipzig,31,4
Vitex,Bombus,56,Leipzig,31,4
Vitex,Cerceris,9,Leipzig,31,4
Vitex,Hylaeus,26,Leipzig,31,4
Vitex,Lasioglossum,13,Leipzig,31,4
Vitex,Lucilia,4,Leipzig,31,4
Vitex,Myathropa,3,Leipzig,31,4
Vitex,Nomada,1,Leipzig,31,4
Vitex,Oxythyrea,1,Leipzig,31,4
Vitex,Pieris,1,Leipzig,31,4
Vitex,Polyommatus,3,Leipzig,31,4
Vitex,Volucella,4,Leipzig,31,4
Vitex,Xylocopa,729,Leipzig,31,4
Allium,Hylaeus,1,Leipzig,31,5
Allium,Xylocopa,7,Leipzig,31,5
Centaurea,Xylocopa,1,Leipzig,31,5
Cephalaria,Xylocopa,2,Leipzig,31,5
Cuphea,Apis,6,Leipzig,31,5
Cuphea,Bombus,5,Leipzig,31,5
Cuphea,Cerceris,1,Leipzig,31,5
Cuphea,Hylaeus,4,Leipzig,31,5
Cuphea,Lasioglossum,2,Leipzig,31,5
